labid,age,error,depth,cc
Core top,-54,4,0,0
UGA-15423,2400,50,90,1
AA-73830,3409,37,155,1
UGA-15424,3580,50,204,1
NOSAMS-62963,4160,30,239,1
UGAMS-03084,4290,30,256,1
UGAMS-03074,4480,30,260,1
NOSAMS-62962,4750,35,275,1
UGAMS-01209,4701,48,281,1
UGAMS-01210,5594,49,336,1
AA-73828,6756,43,390,1
UGAMS-01051,7904,55,443,1
