labid,age,error,depth,cc
Core top,-60,1,0,0
OS-86052,585,50,38,1
OS-86053,1860,60,89,1
UCIAMS-119399,2240,30,113,1
OS-86051,2770,50,135,1
OS-86200,2880,50,149,1
UCIAMS-119400,3255,15,171,1
OS-93485,4140,70,190,1
OS-87440,5690,70,224,1
OS-86179,6170,80,235,1
UCIAMS-119401,7930,40,260.5,1
UCAMS-119402,8075,40,280.5,1
OS-86054,8260,80,304,1
OS-86055,9220,100,352,1
OS-93450,10050,35,368,1
