labID,	age,	error,	depth,	cc
Core top,	-48,	1,	0,	0
Biostratigraphic_ pollen,	50,	1,	3.5,	0
unassigned,	710,	60,	11,	1
unassigned,	3320,	50,	41,	1
unassigned,	3900,	70,	61,	1
