labID,	age,	error,	depth,	cc
Core top,	-15,	1,	0,	0
GSC-1201,	3460,	140,	160,	1
GSC-1202,	5200,	140,	294,	1
Tephra,	7627,	150,	398,	0
GSC-1234,	7480,	150,	440,	1
GSC-1240,	9180,	150,	515,	1
GSC-1049,	11400,	190,	555,	1
