labid,age,error,depth,cc
GSC-4475,10900,100,-30,1
GSC-5273,11100,110,-22,1
GSC-5230,11400,100,-9,1
GSC-4367,11800,100,11,1
TO-3630,12160,80,54.5,1
GSC-4474,12700,130,55,1
