labid,age,error,depth,cc
Biostratigraphic_ pollen,200,50,25,0
WIS-1421,4850,70,206.5,1
WIS-1323,6080,80,338,1
WIS-1321,6920,80,467,1
WIS-1322,7280,80,567,1
WIS-1211,9280,100,670,1
WIS-1212,10080,100,770,1
WIS-1214,11580,110,870,1
WIS-1210,12830,120,960,1
