labID,	age,	error,	depth,	cc
Core top,	0,	1,	0,	0
WIS-1064,	4040,	80,	95,	1
WIS-1066,	6920,	85,	190,	1
WIS-1065,	8940,	90,	275,	1
GX-5330,	9885,	230,	300.5,	1
