"datasetid","siteid","sitename","chroncontrolid","type","age","depth","ageboundolder","ageboundyounger","limityounger","limitolder","name","notes","hasradiocarbon","altitude","longitude","latitude","error","cc","keep"
19995,13376,"Gerry Lake",105068,"Radiocarbon",1385,67,12300,-60,1350,1420,"Wang et al. 2019","Wang, Y., Goring, S. & McGuire, J.L.  Bayesian ages for pollen records since the last glaciation in North America. Scientific Data 6: 176.

Chronology prepared by Yue Wang and Simon Goring. Data entered and uploaded by Claire Rubbelke.

Bacon settings file:
0 #d.min
769 #d.max
1 #d.by
1 #depths.file
NA #slump
20 #acc.mean
1.5 #acc.shape
0.7 #mem.mean
4 #mem.strength
NA #hiatus.depths
1000 #hiatus.mean
1 #hiatus.shape
0 #BCAD
1 #cc
0 #postbomb
IntCal13 #cc1
Marine13 #cc2
SHCal13 #cc3
ConstCal #cc4
cm #unit
0 #normal
3 #t.a
4 #t.b
0 #d.R
0 #d.STD
0.95 #prob",FALSE,893,-121.50872,-121.50224,35,1,1
19995,13376,"Gerry Lake",105069,"Radiocarbon",2830,128,12300,-60,2750,2910,"Wang et al. 2019","Wang, Y., Goring, S. & McGuire, J.L.  Bayesian ages for pollen records since the last glaciation in North America. Scientific Data 6: 176.

Chronology prepared by Yue Wang and Simon Goring. Data entered and uploaded by Claire Rubbelke.

Bacon settings file:
0 #d.min
769 #d.max
1 #d.by
1 #depths.file
NA #slump
20 #acc.mean
1.5 #acc.shape
0.7 #mem.mean
4 #mem.strength
NA #hiatus.depths
1000 #hiatus.mean
1 #hiatus.shape
0 #BCAD
1 #cc
0 #postbomb
IntCal13 #cc1
Marine13 #cc2
SHCal13 #cc3
ConstCal #cc4
cm #unit
0 #normal
3 #t.a
4 #t.b
0 #d.R
0 #d.STD
0.95 #prob",FALSE,893,-121.50872,-121.50224,80,1,1
19995,13376,"Gerry Lake",105070,"Radiocarbon",4275,166,12300,-60,4195,4355,"Wang et al. 2019","Wang, Y., Goring, S. & McGuire, J.L.  Bayesian ages for pollen records since the last glaciation in North America. Scientific Data 6: 176.

Chronology prepared by Yue Wang and Simon Goring. Data entered and uploaded by Claire Rubbelke.

Bacon settings file:
0 #d.min
769 #d.max
1 #d.by
1 #depths.file
NA #slump
20 #acc.mean
1.5 #acc.shape
0.7 #mem.mean
4 #mem.strength
NA #hiatus.depths
1000 #hiatus.mean
1 #hiatus.shape
0 #BCAD
1 #cc
0 #postbomb
IntCal13 #cc1
Marine13 #cc2
SHCal13 #cc3
ConstCal #cc4
cm #unit
0 #normal
3 #t.a
4 #t.b
0 #d.R
0 #d.STD
0.95 #prob",FALSE,893,-121.50872,-121.50224,80,1,1
19995,13376,"Gerry Lake",105071,"Radiocarbon",3795,167,12300,-60,3715,3875,"Wang et al. 2019","Wang, Y., Goring, S. & McGuire, J.L.  Bayesian ages for pollen records since the last glaciation in North America. Scientific Data 6: 176.

Chronology prepared by Yue Wang and Simon Goring. Data entered and uploaded by Claire Rubbelke.

Bacon settings file:
0 #d.min
769 #d.max
1 #d.by
1 #depths.file
NA #slump
20 #acc.mean
1.5 #acc.shape
0.7 #mem.mean
4 #mem.strength
NA #hiatus.depths
1000 #hiatus.mean
1 #hiatus.shape
0 #BCAD
1 #cc
0 #postbomb
IntCal13 #cc1
Marine13 #cc2
SHCal13 #cc3
ConstCal #cc4
cm #unit
0 #normal
3 #t.a
4 #t.b
0 #d.R
0 #d.STD
0.95 #prob",FALSE,893,-121.50872,-121.50224,80,1,1
19995,13376,"Gerry Lake",105072,"Radiocarbon",3885,237,12300,-60,3815,3955,"Wang et al. 2019","Wang, Y., Goring, S. & McGuire, J.L.  Bayesian ages for pollen records since the last glaciation in North America. Scientific Data 6: 176.

Chronology prepared by Yue Wang and Simon Goring. Data entered and uploaded by Claire Rubbelke.

Bacon settings file:
0 #d.min
769 #d.max
1 #d.by
1 #depths.file
NA #slump
20 #acc.mean
1.5 #acc.shape
0.7 #mem.mean
4 #mem.strength
NA #hiatus.depths
1000 #hiatus.mean
1 #hiatus.shape
0 #BCAD
1 #cc
0 #postbomb
IntCal13 #cc1
Marine13 #cc2
SHCal13 #cc3
ConstCal #cc4
cm #unit
0 #normal
3 #t.a
4 #t.b
0 #d.R
0 #d.STD
0.95 #prob",FALSE,893,-121.50872,-121.50224,70,1,1
19995,13376,"Gerry Lake",105073,"Radiocarbon",4600,264,12300,-60,4500,4700,"Wang et al. 2019","Wang, Y., Goring, S. & McGuire, J.L.  Bayesian ages for pollen records since the last glaciation in North America. Scientific Data 6: 176.

Chronology prepared by Yue Wang and Simon Goring. Data entered and uploaded by Claire Rubbelke.

Bacon settings file:
0 #d.min
769 #d.max
1 #d.by
1 #depths.file
NA #slump
20 #acc.mean
1.5 #acc.shape
0.7 #mem.mean
4 #mem.strength
NA #hiatus.depths
1000 #hiatus.mean
1 #hiatus.shape
0 #BCAD
1 #cc
0 #postbomb
IntCal13 #cc1
Marine13 #cc2
SHCal13 #cc3
ConstCal #cc4
cm #unit
0 #normal
3 #t.a
4 #t.b
0 #d.R
0 #d.STD
0.95 #prob",FALSE,893,-121.50872,-121.50224,100,1,1
19995,13376,"Gerry Lake",105074,"Radiocarbon",5455,289,12300,-60,5365,5545,"Wang et al. 2019","Wang, Y., Goring, S. & McGuire, J.L.  Bayesian ages for pollen records since the last glaciation in North America. Scientific Data 6: 176.

Chronology prepared by Yue Wang and Simon Goring. Data entered and uploaded by Claire Rubbelke.

Bacon settings file:
0 #d.min
769 #d.max
1 #d.by
1 #depths.file
NA #slump
20 #acc.mean
1.5 #acc.shape
0.7 #mem.mean
4 #mem.strength
NA #hiatus.depths
1000 #hiatus.mean
1 #hiatus.shape
0 #BCAD
1 #cc
0 #postbomb
IntCal13 #cc1
Marine13 #cc2
SHCal13 #cc3
ConstCal #cc4
cm #unit
0 #normal
3 #t.a
4 #t.b
0 #d.R
0 #d.STD
0.95 #prob",FALSE,893,-121.50872,-121.50224,90,1,1
19995,13376,"Gerry Lake",105075,"Radiocarbon",5940,312,12300,-60,5850,6030,"Wang et al. 2019","Wang, Y., Goring, S. & McGuire, J.L.  Bayesian ages for pollen records since the last glaciation in North America. Scientific Data 6: 176.

Chronology prepared by Yue Wang and Simon Goring. Data entered and uploaded by Claire Rubbelke.

Bacon settings file:
0 #d.min
769 #d.max
1 #d.by
1 #depths.file
NA #slump
20 #acc.mean
1.5 #acc.shape
0.7 #mem.mean
4 #mem.strength
NA #hiatus.depths
1000 #hiatus.mean
1 #hiatus.shape
0 #BCAD
1 #cc
0 #postbomb
IntCal13 #cc1
Marine13 #cc2
SHCal13 #cc3
ConstCal #cc4
cm #unit
0 #normal
3 #t.a
4 #t.b
0 #d.R
0 #d.STD
0.95 #prob",FALSE,893,-121.50872,-121.50224,90,1,1
19995,13376,"Gerry Lake",105076,"Radiocarbon",7495,336,12300,-60,7405,7585,"Wang et al. 2019","Wang, Y., Goring, S. & McGuire, J.L.  Bayesian ages for pollen records since the last glaciation in North America. Scientific Data 6: 176.

Chronology prepared by Yue Wang and Simon Goring. Data entered and uploaded by Claire Rubbelke.

Bacon settings file:
0 #d.min
769 #d.max
1 #d.by
1 #depths.file
NA #slump
20 #acc.mean
1.5 #acc.shape
0.7 #mem.mean
4 #mem.strength
NA #hiatus.depths
1000 #hiatus.mean
1 #hiatus.shape
0 #BCAD
1 #cc
0 #postbomb
IntCal13 #cc1
Marine13 #cc2
SHCal13 #cc3
ConstCal #cc4
cm #unit
0 #normal
3 #t.a
4 #t.b
0 #d.R
0 #d.STD
0.95 #prob",FALSE,893,-121.50872,-121.50224,90,1,1
19995,13376,"Gerry Lake",105077,"Radiocarbon",8050,404,12300,-60,7980,8120,"Wang et al. 2019","Wang, Y., Goring, S. & McGuire, J.L.  Bayesian ages for pollen records since the last glaciation in North America. Scientific Data 6: 176.

Chronology prepared by Yue Wang and Simon Goring. Data entered and uploaded by Claire Rubbelke.

Bacon settings file:
0 #d.min
769 #d.max
1 #d.by
1 #depths.file
NA #slump
20 #acc.mean
1.5 #acc.shape
0.7 #mem.mean
4 #mem.strength
NA #hiatus.depths
1000 #hiatus.mean
1 #hiatus.shape
0 #BCAD
1 #cc
0 #postbomb
IntCal13 #cc1
Marine13 #cc2
SHCal13 #cc3
ConstCal #cc4
cm #unit
0 #normal
3 #t.a
4 #t.b
0 #d.R
0 #d.STD
0.95 #prob",FALSE,893,-121.50872,-121.50224,70,1,1
