labid,age,error,depth,cc
Core top,-45,1,0,0
European settlement horizon,210,20,19,0
Beta-115565,120,140,24.25,1
Beta-94799,140,60,27.25,1
Beta-89919,2520,60,33.75,1
Beta-94800,4410,60,44,1
