"datasetid","siteid","sitename","chroncontrolid","type","age","depth","ageboundolder","ageboundyounger","limityounger","limitolder","error","cc"
246,243,"Beaver Lake",426,"Core top",-23,0,11070,-30,-23,0,11.5,0
246,243,"Beaver Lake",427,"Radiocarbon",9890,152,11070,-30,9700,10080,190,1
