depth	min	max	median	mean
1	-43	-22	-35	-35
3	-41	20	-21	-18
5	-39	61	-5	-1
7	-37	103	10	16
9	-36	145	25	33
11	-34	187	40	50
13	-32	229	54	66
15	-31	271	70	83
17	-29	313	85	100
19	-28	355	100	117
21	-17	381	116	134
23	-1	390	133	151
25	11	402	152	168
27	22	413	172	185
29	31	428	191	202
31	38	441	210	219
33	46	459	229	236
35	54	480	247	252
37	61	504	264	269
39	67	530	282	286
41	85	551	300	305
43	111	563	321	326
45	134	574	343	346
47	153	586	366	367
49	170	598	390	388
51	182	615	412	408
53	195	634	435	429
55	206	656	458	450
57	216	682	479	471
59	226	712	501	491
61	254	733	521	512
63	300	741	540	534
65	346	750	559	555
67	389	761	579	577
69	431	773	599	598
71	468	787	620	619
73	501	804	640	641
75	528	826	661	662
77	552	850	682	684
79	571	873	703	705
81	597	892	726	729
83	633	905	751	754
85	663	917	777	779
87	691	932	802	804
89	713	954	828	830
91	730	984	855	855
93	742	1019	879	880
102	836	1187	1001	1005
104	891	1203	1038	1041
106	939	1222	1075	1078
108	974	1244	1111	1114
110	1007	1274	1150	1151
112	1032	1315	1187	1187
114	1053	1369	1226	1224
116	1072	1427	1266	1260
118	1087	1488	1303	1296
