labID,	age,	error,	depth,	cc
Core top,	-43,	1,	0,	0
Biostratigraphic_ pollen,	207,	207,	40,	0
unassigned,	740,	80,	78,	1
unassigned,	940,	80,	90,	1
unassigned,	1200,	60,	110,	1
unassigned,	1455,	100,	118.5,	1
