labid,age,error,depth,cc
Core top,-43,1,0,0
Biostratigraphic_ pollen,250,100,32,0
Beta-61393,4860,130,247.5,1
Beta-70556,6330,100,286.5,1
Beta-68067,7140,80,343,1
Biostratigraphic_ pollen,8730,180,351,0
Biostratigraphic_ pollen,9820,100,400,0
NSRL-10791,10040,55,440.5,1
Beta-61394,10130,330,461.5,1
NRSL-10792,11020,60,512.5,1
Beta-58859,11630,320,782.5,1
