depth	min	max	median	mean
30	-17	123	35	40
42	-4	171	72	75
45	3	183	82	85
45.000005	21	264	120	127
63	71	315	201	197
81	142	467	300	302
88.5	192	497	347	346
95	224	521	390	384
99	236	549	416	407
103.5	258	574	442	433
115	328	604	507	495
129	399	660	566	556
141	449	703	604	597
147	492	717	623	618
157	552	746	653	652
183	661	928	747	759
