labid,age,error,depth,cc
Core top,0,30,0,0
Beta-14237,5860,90,183,1
Beta-14239,7690,100,324.5,1
Beta-14240,8290,90,491,1
Beta-14238,8720,140,617,1
Biostratigraphic_ pollen,10000,500,710,0
Biostratigraphic_ pollen,12000,1000,860,0
