"datasetid","siteid","sitename","chroncontrolid","type","age","depth","ageboundolder","ageboundyounger","limityounger","limitolder","error","cc"
276,270,"Bishops Falls",610,"Core top",-32,0,10610,100,-32,0,16,0
276,270,"Bishops Falls",611,"Radiocarbon",6340,227.5,10610,100,6200,6480,140,1
