labid,age,error,depth,cc
Core top,-60,5,0,0
CAMS-120917,610,40,80,1
SUERC-11412,1952,35,104.5,1
SUERC-11409,3122,35,143,1
SUERC-7831,3659,52,157,1
SUERC-11407,5581,35,190.5,1
SUERC-7834,6935,113,212.5,1
