labid,age,error,depth,cc
Core top,250,250,2,0
MAG1400,995,115,65,1
MAG1399,3815,45,85,1
MAG1398,4920,20,100,1
MAG1397,5140,40,125,1
MAG1396,5345,30,150,1
MAG1395,5570,40,165,1
