"datasetid","siteid","sitename","chroncontrolid","type","age","depth","ageboundolder","ageboundyounger","limityounger","limitolder","name","notes","hasradiocarbon","altitude","longitude","latitude"
1548,1510,"Kotiranta Lake",3673,"Core top",150,120,14970,150,125,175,"NAPD 1","Chron uses top, three pollen stragigraphic dates (see COHMAP chron), and one C14 date (W-1973 not used see Marsters et al. 1969; W-1059 appears apppears to be from another site).",TRUE,369,-92.58798,-92.58641
1548,1510,"Kotiranta Lake",3674,"Biostratigraphic, pollen",4000,400,14970,150,3800,4200,"NAPD 1","Chron uses top, three pollen stragigraphic dates (see COHMAP chron), and one C14 date (W-1973 not used see Marsters et al. 1969; W-1059 appears apppears to be from another site).",TRUE,369,-92.58798,-92.58641
1548,1510,"Kotiranta Lake",3675,"Biostratigraphic, pollen",7500,720,14970,150,7200,7800,"NAPD 1","Chron uses top, three pollen stragigraphic dates (see COHMAP chron), and one C14 date (W-1973 not used see Marsters et al. 1969; W-1059 appears apppears to be from another site).",TRUE,369,-92.58798,-92.58641
1548,1510,"Kotiranta Lake",3676,"Biostratigraphic, pollen",10500,880,14970,150,10000,11000,"NAPD 1","Chron uses top, three pollen stragigraphic dates (see COHMAP chron), and one C14 date (W-1973 not used see Marsters et al. 1969; W-1059 appears apppears to be from another site).",TRUE,369,-92.58798,-92.58641
1548,1510,"Kotiranta Lake",3677,"Radiocarbon",13480,950,14970,150,12780,14180,"NAPD 1","Chron uses top, three pollen stragigraphic dates (see COHMAP chron), and one C14 date (W-1973 not used see Marsters et al. 1969; W-1059 appears apppears to be from another site).",TRUE,369,-92.58798,-92.58641
