labid,age,error,depth,cc
Core top,-50,1,0,0
OS16719,400,30,112,1
OS16953,645,35,171,1
OS23780,8990,55,202.5,1
OS22385,9800,240,222,1
OS22386,9860,100,225,1
OS23781,9680,65,251.5,1
Beta 92533,9300,220,252.5,1
