labid,age,error,depth,cc
Core top,0,20,0,0
WSU-2396H,540,80,42.5,1
WSU-2396R,565,90,42.5,1
WSU-2399R,1554,70,67.5,1
WSU-2399H,1840,80,67.5,1
WSU-2433,2720,90,108.5,1
WSU-2432,2640,90,108.5,1
WSU-2434,5170,80,147.5,1
