depth	min	max	median	mean
0	-59	56	0	-1
2	-37	86	24	25
4	-23	133	48	50
6	-16	187	71	76
8	-10	244	95	101
10	-4	302	118	127
12	1	359	141	152
14	5	419	165	178
16	25	454	191	204
18	51	465	219	231
20	69	478	250	258
22	85	491	283	285
24	99	507	315	311
26	111	529	347	338
28	120	557	378	365
30	131	594	406	392
32	200	600	433	423
34	267	606	461	453
36	330	614	488	484
38	388	625	515	514
40	441	636	547	545
42	482	655	584	575
44	507	696	612	606
46	557	763	665	663
48	616	862	748	746
50	656	976	834	829
52	690	1096	919	912
54	721	1223	1004	995
56	744	1352	1089	1078
58	769	1483	1175	1161
60	792	1615	1259	1244
64	1143	1665	1402	1403
68	1388	1760	1558	1562
72	1458	2031	1713	1721
76	1521	2310	1847	1865
80	1621	2371	1958	1967
84	1675	2455	2072	2068
88	1720	2590	2179	2170
92	1830	2692	2274	2270
96	1995	2724	2368	2368
100	2108	2776	2477	2467
104	2181	2863	2586	2566
108	2546	3002	2783	2787
112	2754	3441	3028	3049
116	2815	4072	3258	3311
120	2852	4723	3484	3573
124	3194	4920	3896	3948
128	3371	5145	4350	4322
132	3519	5478	4782	4696
136	3756	5858	5138	5042
140	4353	5909	5377	5304
144	4816	5990	5610	5565
148	5045	6182	5858	5827
152	5167	6450	6031	5999
156	5253	6588	6107	6081
160	5322	6773	6178	6163
