labid,age,error,depth,cc
Sediment stratigraphic,9080,300,107,0
Biostratigraphic_ pollen,9420,200,117.5,0
Biostratigraphic_ pollen,11760,400,187.5,0
Sediment stratigraphic,12640,400,250,0
