labid,age,error,depth,cc
Core top,-43,45,0,0
Beta 115780,1230,60,10.5,1
TO-8744,1980,50,28,1
TO-9162,2230,60,40,1
TO-9163,3420,60,60,1
Beta 115782,5100,50,82,1
GSC-5661,9380,75,205,1
