labID,	age,	error,	depth,	cc
Core top,	0,	1,	0,	0
GSC-3203,	720,	150,	17.5,	1
GSC-3187,	2460,	150,	62.5,	1
GSC-3177,	4480,	100,	117.5,	1
GSC-3052,	5490,	80,	157.5,	1
