depth	min	max	median	mean
15	150	906	565	564
20	199	1209	754	752
30	524	1707	1158	1154
40	648	2528	1536	1556
50	1378	2627	1952	1969
60	1795	2920	2396	2382
70	2204	3575	2864	2881
80	2315	4754	3290	3380
90	2698	4890	3834	3831
100	2830	5226	4395	4282
110	4090	5308	4790	4760
120	4828	5663	5237	5237
130	5039	5890	5518	5501
140	5110	6319	5783	5765
150	5683	6376	6038	6036
160	5987	6615	6320	6308
165	6044	6806	6405	6405
170	6076	7121	6476	6503
175	6095	7471	6541	6601
180	6109	7826	6603	6699
190	6227	8123	6812	6906
200	6282	8642	6987	7112
210	6411	8919	7201	7320
215	6444	9105	7300	7424
