labid,age,error,depth,cc
WAT-2864,1600,70,71.5,1
WAT-2819,4780,80,94.5,1
WAT-2949,6360,70,106,1
WAT-2863,7490,80,129.5,1
WAT-2862,8520,110,190,1
WAT-2818,9380,130,246.5,1
WAT-2861,9970,90,304,1
TO-4905,11630,90,345,1
Core top,-44,1,0,0
