labID,	age,	error,	depth,	cc
Core top,	-39,	1,	0,	0
Other dating methods,	0,	10,	30,	0
Biostratigraphic_ pollen,	200,	50,	117,	0
Beta-30232,	390,	80,	126.5,	1
Beta-30233,	2010,	70,	228.5,	1
Beta-30234,	4710,	100,	307,	1
Beta-30235,	5140,	100,	432,	1
Beta-30236,	6070,	200,	531,	1
