"datasetid","siteid","sitename","chroncontrolid","type","age","depth","ageboundolder","ageboundyounger","limityounger","limitolder","name","notes","hasradiocarbon","altitude","longitude","latitude"
523,510,"Crider's Pond",1562,"Core top",0,15,15000,0,-50,50,"COHMAP chron 3","4 C-14 dates; Holocene in upper meter. Topmost pollen sample at 15 cm. Ragweed rise (1 to 5%) between 15 and 20 cm levels. 10.9k date at 757 cm was deleted. Age bounds for application of the model: top = 0; bottom = 15000.",TRUE,290,-77.55,39.96667
523,510,"Crider's Pond",1563,"Biostratigraphic, pollen",300,25,15000,0,200,400,"COHMAP chron 3","4 C-14 dates; Holocene in upper meter. Topmost pollen sample at 15 cm. Ragweed rise (1 to 5%) between 15 and 20 cm levels. 10.9k date at 757 cm was deleted. Age bounds for application of the model: top = 0; bottom = 15000.",TRUE,290,-77.55,39.96667
523,510,"Crider's Pond",1564,"Radiocarbon",11650,137,15000,0,11520,11780,"COHMAP chron 3","4 C-14 dates; Holocene in upper meter. Topmost pollen sample at 15 cm. Ragweed rise (1 to 5%) between 15 and 20 cm levels. 10.9k date at 757 cm was deleted. Age bounds for application of the model: top = 0; bottom = 15000.",TRUE,290,-77.55,39.96667
523,510,"Crider's Pond",1565,"Radiocarbon",13260,405,15000,0,13135,13385,"COHMAP chron 3","4 C-14 dates; Holocene in upper meter. Topmost pollen sample at 15 cm. Ragweed rise (1 to 5%) between 15 and 20 cm levels. 10.9k date at 757 cm was deleted. Age bounds for application of the model: top = 0; bottom = 15000.",TRUE,290,-77.55,39.96667
523,510,"Crider's Pond",1566,"Radiocarbon",15210,715,15000,0,15060,15360,"COHMAP chron 3","4 C-14 dates; Holocene in upper meter. Topmost pollen sample at 15 cm. Ragweed rise (1 to 5%) between 15 and 20 cm levels. 10.9k date at 757 cm was deleted. Age bounds for application of the model: top = 0; bottom = 15000.",TRUE,290,-77.55,39.96667
