"labid","depths","X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","X12","X13","X14","X15","X16","X17","X18","X19","X20","X21","X22","X23","X24","X25","X26","X27","X28","X29","X30","X31","X32","X33","X34","X35","X36","X37","X38","X39","X40","X41","X42","X43","X44","X45","X46","X47","X48","X49","X50","X51","X52","X53","X54","X55","X56","X57","X58","X59","X60","X61","X62","X63","X64","X65","X66","X67","X68","X69","X70","X71","X72","X73","X74","X75","X76","X77","X78","X79","X80","X81","X82","X83","X84","X85","X86","X87","X88","X89","X90","X91","X92","X93","X94","X95","X96","X97","X98","X99","X100","X101","X102","X103","X104","X105","X106","X107","X108","X109","X110","X111","X112","X113","X114","X115","X116","X117","X118","X119","X120","X121","X122","X123","X124","X125","X126","X127","X128","X129","X130","X131","X132","X133","X134","X135","X136","X137","X138","X139","X140","X141","X142","X143","X144","X145","X146","X147","X148","X149","X150","X151","X152","X153","X154","X155","X156","X157","X158","X159","X160","X161","X162","X163","X164","X165","X166","X167","X168","X169","X170","X171","X172","X173","X174","X175","X176","X177","X178","X179","X180","X181","X182","X183","X184","X185","X186","X187","X188","X189","X190","X191","X192","X193","X194","X195","X196","X197","X198","X199","X200","X201","X202","X203","X204","X205","X206","X207","X208","X209","X210","X211","X212","X213","X214","X215","X216","X217","X218","X219","X220","X221","X222","X223","X224","X225","X226","X227","X228","X229","X230","X231","X232","X233","X234","X235","X236","X237","X238","X239","X240","X241","X242","X243","X244","X245","X246","X247","X248","X249","X250","X251","X252","X253","X254","X255","X256","X257","X258","X259","X260","X261","X262","X263","X264","X265","X266","X267","X268","X269","X270","X271","X272","X273","X274","X275","X276","X277","X278","X279","X280","X281","X282","X283","X284","X285","X286","X287","X288","X289","X290","X291","X292","X293","X294","X295","X296","X297","X298","X299","X300","X301","X302","X303","X304","X305","X306","X307","X308","X309","X310","X311","X312","X313","X314","X315","X316","X317","X318","X319","X320","X321","X322","X323","X324","X325","X326","X327","X328","X329","X330","X331","X332","X333","X334","X335","X336","X337","X338","X339","X340","X341","X342","X343","X344","X345","X346","X347","X348","X349","X350","X351","X352","X353","X354","X355","X356","X357","X358","X359","X360","X361","X362","X363","X364","X365","X366","X367","X368","X369","X370","X371","X372","X373","X374","X375","X376","X377","X378","X379","X380","X381","X382","X383","X384","X385","X386","X387","X388","X389","X390","X391","X392","X393","X394","X395","X396","X397","X398","X399","X400","X401","X402","X403","X404","X405","X406","X407","X408","X409","X410","X411","X412","X413","X414","X415","X416","X417","X418","X419","X420","X421","X422","X423","X424","X425","X426","X427","X428","X429","X430","X431","X432","X433","X434","X435","X436","X437","X438","X439","X440","X441","X442","X443","X444","X445","X446","X447","X448","X449","X450","X451","X452","X453","X454","X455","X456","X457","X458","X459","X460","X461","X462","X463","X464","X465","X466","X467","X468","X469","X470","X471","X472","X473","X474","X475","X476","X477","X478","X479","X480","X481","X482","X483","X484","X485","X486","X487","X488","X489","X490","X491","X492","X493","X494","X495","X496","X497","X498","X499","X500","X501","X502","X503","X504","X505","X506","X507","X508","X509","X510","X511","X512","X513","X514","X515","X516","X517","X518","X519","X520","X521","X522","X523","X524","X525","X526","X527","X528","X529","X530","X531","X532","X533","X534","X535","X536","X537","X538","X539","X540","X541","X542","X543","X544","X545","X546","X547","X548","X549","X550","X551","X552","X553","X554","X555","X556","X557","X558","X559","X560","X561","X562","X563","X564","X565","X566","X567","X568","X569","X570","X571","X572","X573","X574","X575","X576","X577","X578","X579","X580","X581","X582","X583","X584","X585","X586","X587","X588","X589","X590","X591","X592","X593","X594","X595","X596","X597","X598","X599","X600","X601","X602","X603","X604","X605","X606","X607","X608","X609","X610","X611","X612","X613","X614","X615","X616","X617","X618","X619","X620","X621","X622","X623","X624","X625","X626","X627","X628","X629","X630","X631","X632","X633","X634","X635","X636","X637","X638","X639","X640","X641","X642","X643","X644","X645","X646","X647","X648","X649","X650","X651","X652","X653","X654","X655","X656","X657","X658","X659","X660","X661","X662","X663","X664","X665","X666","X667","X668","X669","X670","X671","X672","X673","X674","X675","X676","X677","X678","X679","X680","X681","X682","X683","X684","X685","X686","X687","X688","X689","X690","X691","X692","X693","X694","X695","X696","X697","X698","X699","X700","X701","X702","X703","X704","X705","X706","X707","X708","X709","X710","X711","X712","X713","X714","X715","X716","X717","X718","X719","X720","X721","X722","X723","X724","X725","X726","X727","X728","X729","X730","X731","X732","X733","X734","X735","X736","X737","X738","X739","X740","X741","X742","X743","X744","X745","X746","X747","X748","X749","X750","X751","X752","X753","X754","X755","X756","X757","X758","X759","X760","X761","X762","X763","X764","X765","X766","X767","X768","X769","X770","X771","X772","X773","X774","X775","X776","X777","X778","X779","X780","X781","X782","X783","X784","X785","X786","X787","X788","X789","X790","X791","X792","X793","X794","X795","X796","X797","X798","X799","X800","X801","X802","X803","X804","X805","X806","X807","X808","X809","X810","X811","X812","X813","X814","X815","X816","X817","X818","X819","X820","X821","X822","X823","X824","X825","X826","X827","X828","X829","X830","X831","X832","X833","X834","X835","X836","X837","X838","X839","X840","X841","X842","X843","X844","X845","X846","X847","X848","X849","X850","X851","X852","X853","X854","X855","X856","X857","X858","X859","X860","X861","X862","X863","X864","X865","X866","X867","X868","X869","X870","X871","X872","X873","X874","X875","X876","X877","X878","X879","X880","X881","X882","X883","X884","X885","X886","X887","X888","X889","X890","X891","X892","X893","X894","X895","X896","X897","X898","X899","X900","X901","X902","X903","X904","X905","X906","X907","X908","X909","X910","X911","X912","X913","X914","X915","X916","X917","X918","X919","X920","X921","X922","X923","X924","X925","X926","X927","X928","X929","X930","X931","X932","X933","X934","X935","X936","X937","X938","X939","X940","X941","X942","X943","X944","X945","X946","X947","X948","X949","X950","X951","X952","X953","X954","X955","X956","X957","X958","X959","X960","X961","X962","X963","X964","X965","X966","X967","X968","X969","X970","X971","X972","X973","X974","X975","X976","X977","X978","X979","X980","X981","X982","X983","X984","X985","X986","X987","X988","X989","X990","X991","X992","X993","X994","X995","X996","X997","X998","X999","X1000"
7494,431,10242,10427,10352,10260,10363,9701,10206,10227,10324,10324,10227,10388,10388,10133,10584,10412,10461,10425,10425,10533,10051,10525,10242,10527,10030,10122,10314,9702,10255,10276,10281,10128,10311,10232,10423,10199,10670,10465,10483,9969,10351,10562,10638,10520,10271,10148,10491,10089,10472,10600,10350,10097,10257,10324,10686,9752,9969,10211,9627,10738,10293,10662,10311,10689,10363,10637,10205,10534,9917,10255,10255,10350,10691,10414,10299,10157,10214,10394,10302,10413,10405,10142,10257,10240,10281,10066,10401,10401,10352,10469,10246,10264,10369,10477,10396,10348,10313,10322,10465,10244,10244,10339,10333,10416,10474,10233,10528,10379,10294,10021,10271,10614,10248,10178,10705,10488,10212,10294,10404,10339,10622,10531,9954,10528,9711,10065,10364,10245,10382,10364,10364,10288,10738,10221,10359,10294,10482,10332,10344,9982,10578,10245,10391,10345,10232,10359,10221,10195,10292,10382,10382,10411,10669,10710,10393,10658,9912,10353,10363,10367,10560,9903,10406,10239,10410,9909,10691,10286,10453,10393,10632,10284,9963,10299,10231,10232,10320,11050,10227,10336,10333,10542,10278,10221,10665,10295,10295,10346,10127,10447,9984,10366,10375,10193,10320,10193,10079,10431,10413,10031,10217,10546,10180,10725,10305,10387,10641,10337,10302,10283,10086,10322,9923,11065,10992,10352,10328,10264,10342,10198,10362,10556,10253,10158,10428,10573,10234,10426,9979,10498,10666,10372,10675,10583,10364,10173,10484,10301,10150,9783,10291,10194,10407,10396,10529,10357,10407,10271,10699,11035,10301,10605,10252,10225,10451,10241,10336,10545,9839,10221,10262,10262,10418,10321,10321,10338,10374,10297,10567,10867,9898,10240,10171,9903,9808,10282,9734,10417,10360,10389,10555,10467,10544,10482,10569,10225,10180,10501,10575,10501,10304,10429,10357,10357,10699,10604,10274,10163,10815,10506,10448,10523,10431,10339,10367,10341,10510,10632,10745,10166,10240,10258,10307,10477,10312,10259,10259,10392,10363,10433,10131,10350,10604,10302,10304,10620,10499,10133,10320,10464,10548,10569,10363,10254,10033,10467,10226,10409,10637,10307,10700,10809,10301,10592,10486,10463,10490,10538,10538,10298,10603,10212,10338,10360,10510,10360,10571,10263,10391,10391,10166,10565,10571,10188,10366,10520,10189,10279,10312,9963,10290,10485,10103,10377,10525,10472,10234,10506,10772,10621,10648,10665,10267,10346,10434,10350,10320,10977,10687,10226,10446,10320,10269,9922,10061,10482,9836,10047,10007,10343,10333,10420,10645,10233,10631,10244,10420,10243,10284,10298,10237,9940,10077,10500,10313,10406,10163,10090,10405,10343,10512,10034,10335,10395,10681,10317,10317,10388,9985,10632,10475,10642,10291,10507,9733,10309,10570,10247,10226,10390,10495,10449,10298,10351,10228,10505,10227,10227,10115,10455,10313,10520,10227,9900,10972,10462,10448,10060,9983,10274,10642,10472,10291,10663,10290,10542,10300,10463,10622,10640,10347,10726,9932,10225,10689,10173,10373,10348,10303,10381,10384,10032,10329,10360,10262,10403,10347,10408,10185,10546,10413,10513,10542,10472,10763,11046,10177,10313,10561,10442,10528,10389,10264,10359,10441,10024,10524,10712,11037,10867,10449,10490,10178,10378,10195,10489,10378,9927,10369,10411,10331,10253,10234,10446,10593,10714,10268,10023,10945,10753,10585,10586,10488,10286,10464,10233,10354,10683,10417,10668,10420,10420,10235,10853,10489,10454,10414,10465,10741,10419,10203,10277,10403,10496,10282,10528,10210,10513,10283,10645,10486,10255,10387,10499,10544,10482,10830,10311,9990,10297,10382,10549,10503,10488,10378,10355,10962,10227,10471,10370,10659,10341,10202,10733,10334,10496,10509,10417,10293,10525,10586,10622,10493,10456,10590,10859,10468,10459,10467,10357,10392,10338,10651,10581,10538,10546,10349,10349,10014,10050,9931,10736,10209,10357,10216,10356,10069,10252,10655,10346,10388,10118,10281,10229,10229,10591,10620,10643,10323,10536,10257,10085,10219,10565,10682,10536,10520,10657,10477,10424,10312,10320,9821,10271,10631,10250,10586,10306,10323,10398,10191,10154,11079,10215,10155,10652,10319,10385,10399,10395,10669,10650,10359,10486,10486,10524,10178,10465,10373,9933,10642,10273,10327,10187,9874,9969,10469,10294,10370,10643,10048,10297,10582,10320,10479,10160,10014,10254,10655,10250,10750,10538,11183,9773,10458,10405,10416,10263,10413,10247,10247,10467,10983,10368,9934,10531,10354,10425,10404,10331,10197,10450,10469,10218,10279,10409,10679,10453,10489,10460,9990,10579,10568,10197,10260,10316,10453,10281,10312,10406,10693,10509,10384,10304,10470,10501,10478,10481,10472,10365,9959,10188,10362,9766,10530,10410,11058,10526,10389,10479,10479,10702,10285,10443,10390,10339,10508,10372,10479,10062,10625,10359,10471,10710,10485,10282,10433,10439,10146,10560,10638,10194,10468,10975,9931,9896,10447,10304,10338,10461,10263,10256,10361,10184,10720,10504,10429,10395,10716,10460,10367,10272,10498,11118,10489,10489,10254,10604,10213,10411,10311,10454,10385,10234,9962,10275,10349,10349,10854,10445,10438,10476,10390,10390,10451,10451,10209,10288,10022,10462,10462,10338,10410,10528,10486,10560,10055,10043,10421,10157,10310,10026,10370,10198,10665,10295,10017,10566,10349,10457,10024,10270,10327,10348,10367,10367,10275,10392,10243,10350,9984,10032,10054,10324,10298,10317,10487,10195,10362,10253,10623,10392,10436,10036,10300,10255,9907,10372,10381,10320,10352,10552,10256,10291,10480,10394,9640,10301,10287,10626,10397,9858,10452,10195,10304,10372,10187,10202,10585,10436,10249,10183,10445,10451,10459,10273,10363,10368,10096,10243,10380,10563,10138,10176,10216,10260,10465,10637,10500,10253,10522,9905,10267,10212,9815,10366,10236,10069,10408,10440,10453,10626,10460,10349,9879,10211,10311,10207,10397,10369,10017,10350,10371,10702,10388,10345,9845,9988,11048,10193,10233,10497,10283,10623,10438,10438,10745,10239,10333,10389,9902,10393,10557,10246,9821,10541,10303,10152,10646,10418,9695,10145,10686,10957,10380,10252,10302,10844,9964,10387,10498,10522,10649,10260,10260,10674,10010,10268,10323,9960,9978,9978,10322,10376,10179,10553,10308,10484,10223,10269,10382,10333,10333,10561,10212,10254,10488,10392,10505,10239
7495,489,11606,11328,11500,11694,11813,11473,11354,11252,11757,11579,11322,11747,11851,11346,11772,11369,11401,12214,11797,11836,11464,11782,12072,11543,11973,11723,11651,11620,11278,11208,12015,11860,12043,11389,11776,11335,11919,11420,11628,11960,11328,11604,11803,11765,11802,11460,11828,11451,11800,11698,11652,11845,11979,11477,11624,11839,11705,11417,11438,12125,11832,11985,12145,11922,11825,11699,11709,11928,11437,11803,11344,11636,11372,11690,11280,11668,11334,11578,11661,11553,11455,11296,11771,11851,11793,11410,11433,11232,11360,11678,11796,11360,11536,11483,11360,11612,11735,11866,11576,11527,11634,11676,11545,11681,11602,11373,11296,11928,11676,11918,11384,11705,11307,12128,11631,11426,11419,11584,11477,11664,11891,11278,11831,11750,12091,11969,12312,11999,11759,11694,11241,11419,12059,11553,11907,11551,11790,12042,11692,11678,11555,11672,12035,11558,12121,11424,11866,11642,11647,11457,11488,11436,11445,11736,11662,11613,11334,11448,11809,12014,11436,11563,11618,11556,11491,11527,11732,11404,11426,11200,11348,11281,11789,11544,11767,11911,11565,11577,11512,11489,11717,11727,11949,11659,11927,11258,11852,11709,11800,11719,11229,11490,11822,11578,11762,11439,11266,11443,11778,11294,11563,11893,11502,11474,11840,11604,11748,11845,11655,11611,11452,11294,11520,11856,11458,11919,11403,11463,11893,11736,11454,11782,11774,11864,12063,11522,11843,11836,11814,11421,11495,11849,11460,11699,11976,11223,11493,11456,12154,11962,11731,11743,11700,11580,11587,11765,12080,11888,11343,11617,11875,11318,11309,11666,11935,11935,11606,11532,11789,11982,11541,11918,11729,11836,12006,11769,11564,11770,11665,11871,11994,11949,11721,11861,12121,11471,11450,11806,11322,11250,11983,11555,11768,11760,11749,12187,11862,11707,11720,12191,11766,11498,11372,11472,11496,12010,11428,11659,11858,11537,12006,12375,11584,12049,11658,11598,11667,11409,11742,11721,11451,11617,11439,11557,11470,11294,11368,11340,11577,11354,11507,11360,11455,11499,11802,11756,11244,11385,11918,11459,11525,11835,11205,11603,11780,11357,11279,11673,11735,11527,11675,11514,11801,12339,12394,11377,11977,11489,11716,11953,11552,11787,11551,11257,11860,11614,11287,11541,11541,11633,12100,11902,11258,11463,11760,11263,11264,11627,11248,11124,11273,11526,11345,11566,11576,11259,11854,11654,11574,11756,11299,11863,11311,11578,11719,11883,11410,11356,11570,11654,11353,11594,11593,11896,11638,11798,11354,11632,11615,11800,11869,11887,11664,11798,11454,11485,11687,11596,11522,11375,11627,11619,11814,11898,11827,11461,11424,11329,11492,11846,11941,11403,11633,11635,11754,11195,11503,11510,11801,11632,11640,11560,11510,11263,11637,11375,11856,11541,11943,11478,11504,11439,11766,12095,11559,11458,12077,11396,11673,11625,11754,11621,11579,11375,11988,11524,11637,11500,11905,11618,11638,11733,11890,11408,11776,11581,11458,11361,11350,11713,11721,11887,11958,11857,11461,11421,10755,11357,11357,11717,11477,11670,12371,12343,12036,11783,11419,11870,11746,11635,11438,11869,11598,11670,12392,11812,11594,11431,11528,11710,11775,11537,12012,11514,11730,11653,11351,11612,12079,12237,12231,11844,11339,12273,11915,11867,11368,12234,11648,11626,11920,12276,11682,12333,11805,11764,11740,11917,11796,11558,11674,11376,11838,12024,11422,11804,12108,11937,11513,11963,11857,12008,11868,11879,12156,11511,11610,11731,12033,12230,11450,12459,11480,11865,11901,11548,11697,11644,11308,11668,11847,11798,11227,11553,11853,11505,11724,11737,11597,11604,11392,11661,11866,11871,11558,11703,11814,11559,11964,12185,11567,11711,11819,12330,12220,11668,11923,11634,11495,11552,11900,11526,11479,11606,11535,11782,11355,11373,11676,11762,11255,11429,11522,11592,11549,11500,11720,11502,11703,11241,11213,11319,11305,11486,11585,11450,11778,12010,11529,11542,11519,11439,11439,11768,11418,11909,12378,11870,11186,11355,11428,11656,11872,11265,11476,11491,11411,11701,11909,11420,11303,11636,11950,11639,11377,11482,11590,11595,11332,11787,11490,11399,11484,12066,11783,11289,11574,11580,11988,11373,11641,11353,11341,11536,12001,11666,11407,11364,11808,11482,11450,11207,11278,11897,11699,11339,11656,11533,11583,11317,11875,11409,11774,11305,11382,11706,11689,11501,11299,11358,11417,11104,11752,11372,11605,11295,11776,11431,11477,11574,11326,11755,11695,11269,11544,11608,11374,11498,11346,11391,11541,11553,11444,11331,11361,11597,11835,11672,11862,11657,11469,11791,11400,11936,11515,11702,11729,11803,12224,11795,11598,11640,11833,11708,12063,11463,11703,12066,11867,11663,11351,11777,11581,11365,11945,11703,11739,11966,11530,11787,11546,11465,12122,11304,11432,11722,11741,11730,11809,11867,11837,11617,11795,12375,11918,11774,11782,11985,11534,11621,11525,11656,11292,11813,11645,11836,12003,11383,11368,11743,11698,11867,11905,11903,11680,11619,11551,11308,12234,11700,12265,11731,11898,12135,11697,11803,11909,11749,11572,11807,12091,11670,11523,12212,11499,12333,11861,11773,12017,11633,11454,11422,11455,11815,11795,11676,11867,11744,11789,12376,11649,11498,11653,11813,11897,11772,11560,11526,11518,11387,11625,11761,11554,11654,11457,11512,11609,11884,11804,11392,11237,11764,11819,11551,11739,11640,11746,11338,11788,11483,11422,11751,12110,11729,11521,11832,11784,11598,11528,11478,11700,11545,11437,11399,11648,11835,11569,11564,11565,11726,11783,11587,11668,11601,11336,11365,11532,11783,11712,11310,11260,11261,11412,11871,12014,11581,12265,11721,11814,11403,11510,11278,11323,11685,11881,11744,11452,11673,11731,11675,11532,11817,11656,11496,11880,11744,11351,11946,11457,11493,11836,11851,11640,11643,11755,11549,11905,11722,11947,11597,11491,11630,11460,11479,11725,11262,11318,11760,11256,11605,11861,11391,11465,11664,11527,11840,11525,11468,11722,11299,11575,11680,11592,12040,11789,11332,11332,11781,11642,11421,11757,11391,11772,11443,11952,11558,11607,11642,11741,11603,11331,11231,11882,11835,11429,11740,11951,11721,11747,11724,12067,11648,11598,11583,11474,11356,11613,11768,11918,11809,11945,11443,11620,11952,11783,11782,11727,11673,11540,11382,11306,11402,11402,11715,12051,12165,11258,11566,11403,11403
7496,497,12188,12004,11869,12611,12465,12010,11999,12445,12216,12610,11931,12130,12180,12047,12309,11956,11960,12641,12351,12216,12319,12227,12550,11958,12524,12742,12332,12228,12327,11887,12381,12261,12291,11931,12333,11906,12458,12188,12477,12377,12300,12423,12400,11898,12297,12553,12502,11852,12157,12470,11968,12453,12736,12016,12272,12505,12451,12430,12348,12487,12515,12515,12467,12629,12124,12204,12058,12293,12272,12286,12273,12543,12611,12457,12323,12226,12593,12242,12395,12054,12632,12413,12216,12210,12544,12463,12240,11949,11811,12122,12450,12173,12588,12216,11983,12339,12658,12466,12177,12211,12535,12283,12692,12496,12265,12397,12003,12564,12379,12502,12205,12323,12384,12511,12472,12186,12402,12529,12037,12179,12416,12243,12153,12299,12385,12544,12576,12515,12713,12189,12621,12193,12478,12206,12522,12353,11952,12581,12627,12508,12308,12517,12416,11790,12479,12321,12483,12144,12191,11851,12194,12185,12262,12573,12592,12693,12256,12578,12591,12402,11939,12218,12319,12134,12493,12504,12123,12506,12422,11992,11797,11922,12461,12570,12301,12497,12329,12359,12386,11983,12480,12191,12288,12249,12457,12410,12169,12147,12151,12002,11572,12136,12599,12764,12592,12317,12034,12455,12232,12457,11910,12519,12258,12478,12558,11867,12208,12341,12509,12531,12308,12254,11984,12174,12433,12230,12029,12222,12408,12402,12438,12289,12307,12397,12547,12260,12460,12526,12475,12257,12309,12473,12134,12185,12592,12114,12124,11987,12466,12508,12239,12278,12075,11949,11972,12296,12496,12448,11783,11812,12110,12129,12332,12495,12780,12289,12538,11956,12647,12437,12109,12334,12621,12123,12702,12295,11895,12348,12275,12563,12470,12242,12140,12417,12603,12192,12238,12313,12175,12018,12551,12331,12618,12135,12470,12472,12471,12752,12666,12502,12495,12595,12352,12010,12423,12405,12276,12156,12391,12132,12305,12714,12151,12542,12569,12092,12364,12511,12058,12303,12302,12442,12233,12001,12136,12152,11986,12500,12479,11935,12539,12270,12123,12131,12479,12304,12603,12240,12295,11794,11828,12416,12483,12489,12500,12328,12205,12204,12463,12144,11973,12470,12341,12627,12569,11997,12454,12371,12182,12568,12362,12350,12420,12442,12583,12229,12613,12193,12019,12183,12542,12537,12300,11935,12281,12650,12549,12250,12235,12208,11974,12451,12437,12536,12576,12296,12602,12075,12090,12268,12366,12434,11955,12378,12127,12298,12506,12225,12710,12390,12553,12130,12456,12351,12090,12490,12016,12404,12221,12686,12318,12457,12316,12509,12344,12186,12307,12572,12070,12162,12135,12079,12431,12287,12338,12055,12326,12702,12505,12344,12428,12150,12216,12295,12358,12625,12199,12233,12503,12340,12178,12112,12588,12468,12145,12274,12372,12024,12347,12500,12328,12283,12542,12660,12355,12353,12512,12404,12609,12114,12607,12206,12024,12348,12655,12297,12059,12310,12192,12056,12211,12325,12397,12348,12512,12137,12511,11968,12345,12221,12120,12424,12335,12565,12212,12409,11897,12118,12473,12543,12535,12116,12592,12662,12617,12038,12356,12485,12558,12224,12393,12114,12095,12529,12617,12445,12696,12336,12358,12362,12363,12585,12481,11996,12291,12013,12139,11957,12655,12558,12471,12306,12286,12551,12188,12191,12175,12548,12373,12359,12441,12610,12079,12563,12196,12613,12565,12285,12013,12721,12259,12578,12261,12562,12458,12040,12423,12364,12054,12239,12219,12481,12205,12045,12595,12088,12635,12147,12398,12478,12210,12631,12720,12333,12069,12517,12113,12338,12271,12439,12418,12145,11715,12438,12473,12122,12550,12122,12299,12328,12255,12470,12583,12124,11902,12340,11975,12490,12098,12581,12439,12619,12480,12444,12796,12111,12129,12115,12421,12680,12278,12414,12360,11775,12275,12241,11961,11820,12419,12283,12295,12172,12382,12108,12338,11901,12579,12455,12152,12008,12140,12149,12104,12001,12030,12021,12623,12473,12273,12308,12444,12570,12252,12314,12276,12336,12584,12515,12328,11717,12482,12060,12504,12430,12285,12458,12418,12498,12370,12322,12477,12430,12296,12012,12597,12238,12282,12263,12211,12408,12029,11851,12122,12402,12272,12473,12137,12145,12263,12393,12329,11647,12123,12471,12542,12271,12283,12420,12253,12204,12430,12569,12622,12545,12217,12068,12356,12651,12062,12313,12397,12520,12222,11987,12057,12123,12719,12358,12458,12473,12358,12103,12365,11884,12388,12432,12263,12333,12276,12509,11695,12362,12131,12183,12337,12280,12087,12005,12243,12243,12483,12507,12081,11861,11861,12634,12211,12084,12424,12484,12293,12677,12280,12440,12535,12376,12341,12590,12556,12552,12120,11910,12511,12340,12341,12221,12462,12611,12499,12760,12216,12107,12027,11706,12544,12630,12560,12374,12628,12250,12430,12034,12594,12060,12401,12197,12421,12320,12329,12351,12299,12407,12464,12704,12656,12348,12214,12190,12351,12477,12435,11992,12010,12331,12129,12413,12285,12041,12110,12162,12484,12544,12214,12267,12392,12017,12147,12453,12448,11901,12515,12161,12547,12881,12245,12267,12356,12185,12510,12025,12644,12253,12483,12644,12305,12607,12482,12102,12456,12066,11853,11952,12315,12168,12387,12091,12204,12244,12453,12674,12363,12350,12394,12313,12627,12304,12603,12256,12180,12058,12199,12378,12382,12252,12075,12500,12565,12407,12238,12183,12120,12145,12255,12515,12369,12214,12087,12154,12227,12426,11968,12577,12525,12519,12049,12557,12479,12408,12259,12470,12440,12252,12342,12616,12429,12344,12412,11919,12525,12647,12195,12055,12316,11950,12246,12043,12023,12281,12198,11959,11675,12222,12253,12560,12294,12268,12612,12564,12275,12275,12007,12477,12264,12517,12242,12271,12339,12213,12144,12484,12153,12707,11947,12498,12122,12227,12292,12341,12144,12143,12236,12001,12468,12123,12436,12239,12330,12451,12478,12072,12595,12485,12225,12001,11988,12005,12142,12103,11939,12075,12104,12035,12317,12049,12049,12160,12095,12242,12350,12430,12501,12326,12051,12591,12382,12562,12488,11945,12366,12270,12333,12027,12201,12181,12369,12433,12545,12103,12585,12544,12036,12014,12239,12071,12295,12637,12510,12163,12355,12556,12589,12282,12264,12465,12845,11854,12048,12258,12138,12080,12471,12606,12386,12299,12342,12354,12539,11935,12545,11839,11995,11770,12107,12439,12575,12551,12706,12245,12169,12527
