labid,age,error,depth,cc
Core top,-38,40,0,0
A-5412,2030,80,85,1
A-5413,6770,110,225,1
A-5414,9100,160,340,1
A-5415,9460,220,430,1
A-5416,10110,350,610,1
A-5835,18370,230,620,1
A-5836,20250,310,665,1
A-5837,23850,400,739.5,1
A-5890,24080,280,767.5,1
USGS 1497,24930,90,810,1
USGS 1500,25650,140,890,1
USGS 1495,25900,380,920,1
USGS 1501,27700,1000,1270,1
