depth	min	max	median	mean
0	-153	93	-35	-33
1	-6	550	276	273
2	49	1089	588	579
3	92	1638	899	885
4	132	2191	1212	1191
6	822	2892	1830	1831
8	1445	3454	2518	2498
9	1583	3970	2856	2832
10	1683	4632	3177	3166
11	2144	4691	3384	3390
12	2535	4763	3597	3614
14	3066	5015	4063	4062
15	3231	5287	4289	4286
16	3492	5363	4438	4436
18	3782	5607	4749	4736
19	3852	5817	4904	4886
20	3912	6108	5047	5036
21	4195	6145	5169	5169
22	4443	6203	5296	5303
23	4610	6287	5432	5436
24	4732	6397	5571	5569
26	5011	6641	5835	5831
28	5240	6864	6103	6088
30	5346	7302	6348	6345
32	5837	7404	6577	6591
34	6133	7572	6835	6837
36	6366	7777	7062	7063
38	6556	7974	7277	7271
40	6643	8330	7477	7479
42	7015	8454	7654	7676
44	7231	8648	7849	7873
46	7471	8877	8072	8095
48	7642	9091	8337	8343
50	7722	9548	8572	8591
52	8114	9657	8808	8830
54	8337	9852	9068	9068
56	8507	10064	9265	9263
58	8666	10221	9410	9415
60	8746	10488	9551	9566
62	8960	10593	9677	9704
64	9093	10758	9818	9842
