labid,age,error,depth,cc
Core top,-52,1,0,0
UGAMS-13417,400,25,111.5,1
UGAMS-13418,980,40,197.5,1
UGAMS-14454,800,20,225,1
UGAMS-13419,1220,25,254.5,1
UGAMS-15039,990,25,256.5,1
UGAMS-15040,990,25,285.5,1
UGAMS-15041,1370,25,298.5,1
UGAMS-14455,1620,25,377.5,1
UGAMS-14456,1650,20,389.5,1
