labID,	age,	error,	depth,	cc
Core top,	-35,	1,	905,	0
GSC-4142,	2000,	80,	1000,	1
GSC-4130,	3300,	100,	1090,	1
GSC-4112,	5220,	90,	1182,	1
GSC-4094,	7530,	110,	1270,	1
GSC-4085,	9520,	120,	1362,	1
