depth	min	max	median	mean
0.5	-56	118	-10	1
1.5	-30	137	16	26
2.5	-6	156	42	50
3.5	18	176	68	75
4.5	41	198	93	100
5.5	64	222	119	125
6.5	85	246	145	149
7.5	107	271	170	174
8.5	128	299	195	199
9.5	148	329	220	224
10.5	168	356	245	248
11.5	189	386	270	273
12.5	208	416	295	298
13.5	227	447	319	323
14.5	246	479	344	347
15.5	266	512	369	372
16.5	284	545	394	397
17.5	302	580	419	422
18.5	320	612	443	446
19.5	336	648	468	471
21.5	550	843	676	679
24.5	934	1222	1068	1071
27.5	1297	1627	1467	1462
30.5	1645	2061	1868	1854
35.5	2206	2799	2537	2506
38.5	2537	3252	2935	2898
