labid,age,error,depth,cc
ISGS-1231,21410,290,448,1
ISGS-1232,22980,200,504,1
Beta-2939,24040,250,533.5,1
ISGS-1250,26580,610,565.5,1
ISGS-1247,27630,800,630.5,1
Beta-4129,27870,420,663,1
