labID,	age,	error,	depth,	cc
Core top,	-45,	1,	0,	0
Lead-210,	-10,	5,	5.5,	0
Lead-210,	50,	5,	17.5,	0
Beta-104510,	230,	40,	22,	1
Beta-86785,	1610,	60,	75.5,	1
