labid,age,error,depth,cc
Core top,-15,5,374,0
Ambrosia rise,90,30,490,0
Y-1916,1430,100,600,1
Y-1917,2970,80,800,1
Y-1918,4290,100,1000,1
Y-1919,5930,100,1300,1
IDW-2d Ulmus decline,8517,278,1622,0
Y-1920,8880,160,1651,1
IDW-2d Picea decline,10222,150.5,1839,0
Y-1921,10420,120,1870,1
Y-1922,12000,160,1966,1
