"datasetid","siteid","sitename","chroncontrolid","type","age","depth","ageboundolder","ageboundyounger","limityounger","limitolder","name","notes","hasradiocarbon","altitude","longitude","latitude","keep","error","cc"
25190,16242,"St. Shotts",56690,"Core top",-38,0,5380,0,-39,-37,"Neotoma 1","Age model based on IntCal13 calibration curve.

Bacon command line: Bacon('SHOTTS4',d.max=114,depths.file=TRUE)

Bacon settings: 
0 #d.min
114 #d.max
1 #d.by
1 #depths.file
NA #slump
50 #acc.mean
1.5 #acc.shape
0.7 #mem.mean
4 #mem.strength
NA #hiatus.depths
1000 #hiatus.mean
1 #hiatus.shape
0 #BCAD
1 #cc
0 #postbomb
IntCal13 #cc1
Marine13 #cc2
SHCal13 #cc3
ConstCal #cc4
cm #unit
0 #normal
3 #t.a
4 #t.b
0 #d.R
0 #d.STD
0.95 #prob",FALSE,35,-53.61689,-53.58504,0,1,0
