depth	min	max	median	mean
0	-52	-48	-50	-50
8	-36	-33	-34	-35
16	-18	-13	-15	-16
24	21	33	28	28
32	53	73	63	63
40	56	102	72	74
48	111	193	150	151
56	188	431	342	339
64	247	571	465	461
68	270	586	492	488
68.0000066666667	270	586	492	488
72	288	606	518	515
80	487	706	632	630
88	645	960	780	781
96	866	1112	978	979
104	1045	1363	1191	1193
112	1311	1474	1364	1369
120	1378	1699	1538	1538
128	1573	1777	1678	1677
136	1666	1971	1821	1819
144	1775	2249	1960	1976
152	1826	2662	2089	2133
168	1933	3373	2375	2447
184	2064	3971	2672	2763
200	2220	4483	2994	3082
