labid,age,error,depth,cc
Biostratigraphic_ pollen,9680,250,338,0
Biostratigraphic_ pollen,10040,250,350.5,0
TO-1948,10880,110,362,1
TO-2351,10560,100,362,1
TO-1947,12030,110,381,1
