labid,age,error,depth,cc
Core top,-27,3,0,0
UM 2159,103.4,110,11.2,1
UM 2160,1425,70,40.5,1
UM 2172,1380,70,62.5,1
UM 1508,1410,60,70,1
UM 2164,2790,60,84.5,1
UM 2161,5330,80,92,1
UM 1509,6450,80,106.5,1
UM 2162,6425,95,114,1
UM 2163,7650,165,130,1
UM 1511,8680,120,140.5,1
UM 1510,9160,120,140.5,1
UM 1512,8500,210,145.5,1
