labID,	age,	error,	depth,	cc
Core top,	0,	1,	0,	0
Biostratigraphic_ pollen,	140,	50,	45,	0
IEMAE-1087,	3600,	100,	126.5,	1
BGS-1622,	4830,	100,	144.5,	1
IEMAE-983,	6610,	100,	187.5,	1
IEMAE-992,	8840,	110,	367.5,	1
Sediment stratigraphic,	11180,	260,	477.5,	0
