depth	min	max	median	mean
7	-60	553	192	209
15	-36	1206	443	482
23	321	1254	789	796
31	512	1385	1157	1098
39	1197	1461	1320	1321
47	1327	1837	1485	1512
55	1356	1972	1579	1603
63	1392	2160	1666	1695
71	1426	2300	1759	1786
79	1479	2437	1849	1878
87	1518	2572	1946	1971
95	1583	2683	2040	2064
104	1630	2807	2146	2168
115	1728	2926	2285	2296
124	1815	3031	2394	2402
132	1883	3105	2496	2495
140	1969	3174	2593	2587
148	2035	3252	2688	2676
156	2136	3318	2782	2766
164	2199	3401	2875	2856
172	2335	3460	2975	2952
180	2407	3544	3079	3048
188	2571	3582	3173	3146
196	2672	3652	3273	3243
204	2831	3684	3364	3334
212	2960	3741	3453	3425
220	3159	3774	3533	3516
228	3321	3821	3613	3604
236	3494	3865	3687	3686
244	3545	3975	3754	3756
252	3575	4118	3804	3815
260	3615	4220	3860	3875
268	3643	4322	3917	3935
276	3689	4404	3976	3994
284	3718	4503	4034	4054
292	3765	4562	4095	4113
300	3795	4648	4157	4173
308	3843	4696	4219	4231
316	3877	4770	4279	4289
324	3925	4821	4334	4346
332	3968	4896	4391	4404
340	4019	4952	4452	4463
348	4067	5020	4512	4522
356	4120	5079	4577	4582
364	4175	5141	4638	4641
372	4222	5191	4701	4699
380	4285	5245	4760	4759
388	4332	5297	4823	4819
396	4394	5341	4883	4879
404	4442	5397	4946	4938
412	4508	5439	5009	4998
420	4554	5494	5071	5058
428	4631	5527	5131	5118
436	4686	5583	5192	5177
444	4757	5619	5253	5238
452	4825	5673	5316	5298
460	4902	5703	5373	5356
468	4974	5744	5432	5414
476	5048	5776	5492	5471
484	5132	5815	5546	5528
492	5219	5846	5604	5585
500	5333	5879	5655	5643
508	5436	5907	5712	5700
516	5545	5937	5756	5750
524	5608	5985	5800	5798
532	5629	6027	5833	5831
540	5645	6086	5860	5861
548	5670	6115	5892	5892
558	5697	6173	5929	5930
564	5718	6197	5953	5953
572	5743	6240	5982	5985
580	5770	6274	6014	6016
588	5797	6314	6044	6047
598	5825	6357	6082	6086
607	5859	6394	6118	6121
612	5873	6417	6138	6140
622	5913	6453	6176	6179
630	5935	6493	6207	6210
638	5968	6517	6239	6241
646	5996	6553	6271	6273
653	6024	6576	6298	6299
662	6056	6607	6332	6333
670	6086	6632	6363	6364
678	6118	6665	6395	6395
686	6152	6689	6427	6425
693	6185	6715	6453	6452
702	6228	6746	6486	6486
710	6262	6773	6517	6517
718	6293	6797	6548	6547
726	6336	6826	6578	6578
732	6358	6849	6601	6601
742	6415	6888	6637	6639
750	6446	6916	6668	6670
758	6510	6942	6694	6701
766	6552	6974	6723	6733
772	6617	6996	6742	6758
782	6691	7081	6810	6829
790	6723	7543	6928	6982
796	6753	7876	7015	7098
801	6795	7978	7124	7195
811	6847	8341	7313	7389
821	6940	8581	7526	7587
829	7024	8783	7683	7743
837	7091	8958	7852	7897
845	7204	9130	8010	8053
851	7274	9258	8140	8172
861	7432	9459	8342	8370
869	7517	9639	8511	8529
877	7683	9760	8676	8687
885	7764	9960	8841	8846
897	8017	10158	9073	9073
903	8148	10263	9181	9186
911	8298	10376	9335	9336
919	8473	10519	9481	9488
927	8645	10652	9643	9642
935	8866	10787	9794	9799
943	9048	10920	9956	9957
951	9323	11017	10104	10113
959	9513	11144	10262	10269
