labid,age,error,depth,cc
Core top,0,20,0,0
Biostratigraphic_ pollen,120,30,55,0
I-9905,1485,75,124,1
GX-5602,2790,130,185.5,1
Biostratigraphic_ pollen,4700,200,205,0
GX-5603,6465,205,262.5,1
I-9906,8620,215,389.5,1
QL-1134,10960,110,430,1
QL-1133,13000,400,475.5,1
