depth	min	max	median	mean
1	-54	-6	-35	-33
9	-48	373	120	132
17	21	664	275	295
25	131	701	465	453
33	305	776	620	595
39	554	812	684	683
41	628	834	707	712
43	662	860	736	741
45	676	904	765	770
47	686	913	775	781
49	692	923	786	792
51	697	936	797	803
53	701	952	808	814
55	706	973	818	824
57	709	999	828	835
59	712	1027	837	846
61	721	1045	847	857
63	730	1052	858	868
65	738	1058	870	878
67	744	1068	882	889
69	749	1080	894	900
71	754	1092	906	911
73	759	1105	917	922
75	762	1127	927	933
77	781	1131	938	944
79	796	1138	950	955
81	807	1144	962	966
83	814	1152	974	977
85	821	1162	987	988
87	826	1173	999	999
89	831	1188	1011	1010
91	845	1199	1022	1021
93	870	1204	1032	1032
95	891	1208	1043	1043
97	907	1213	1054	1054
99	920	1218	1065	1066
101	931	1224	1076	1077
103	939	1232	1087	1088
105	945	1244	1099	1099
107	977	1251	1113	1116
109	998	1261	1129	1133
112.5	1020	1293	1160	1162
117.5	1039	1389	1197	1204
122.5	1074	1462	1240	1247
127.5	1105	1494	1288	1291
132.5	1120	1565	1333	1335
137.5	1161	1617	1375	1379
145	1218	1655	1452	1446
152.5	1322	1712	1527	1524
157.5	1434	1754	1585	1589
162	1480	1829	1643	1648
170	1662	2095	1927	1919
