"datasetid","siteid","sitename","chroncontrolid","type","age","depth","ageboundolder","ageboundyounger","limityounger","limitolder","error","cc"
2006,1939,"Quicksand Pond",5691,"Radiocarbon",13560,167.5,20160,13400,13200,13920,360,1
2006,1939,"Quicksand Pond",5692,"Radiocarbon",20100,477.5,20160,13400,19620,20580,480,1
