depth	min	max	median	mean
8	-49	63	-17	-10
10	-48	92	-9	0
20	-28	186	43	53
30	-11	272	98	106
40	26	310	156	158
50	74	357	209	212
60	115	409	266	265
70	196	436	318	319
80	276	471	374	375
90	333	543	436	434
100	367	669	504	505
110	404	795	568	575
120	436	914	632	645
130	496	982	707	716
140	543	1068	778	786
149	578	1144	839	847
159	641	1203	915	918
169	698	1273	989	988
179	749	1350	1058	1057
189	833	1408	1130	1128
199	903	1473	1203	1198
209	974	1533	1277	1269
219	1062	1573	1346	1338
229	1157	1625	1416	1410
239	1243	1674	1497	1485
249	1363	1717	1560	1555
259	1491	1771	1626	1627
269	1594	1857	1702	1706
279	1654	2037	1792	1806
289	1703	2250	1887	1910
298	1735	2399	1983	2005
307	1803	2518	2079	2100
317	1862	2665	2180	2204
327	1925	2784	2282	2305
337	1992	2917	2383	2405
347	2058	3060	2485	2507
357	2132	3174	2599	2615
367	2213	3306	2702	2720
377	2290	3440	2811	2824
387	2379	3553	2908	2921
397	2476	3653	3010	3025
407	2565	3774	3113	3131
412	2611	3820	3165	3182
417	2650	3871	3220	3233
427	2756	3967	3323	3335
433	2813	4021	3386	3396
443	2916	4110	3491	3500
453	3014	4200	3600	3605
463	3108	4318	3702	3710
473	3216	4401	3813	3817
483	3324	4504	3925	3926
493	3434	4604	4043	4036
503	3539	4684	4144	4138
513	3648	4782	4250	4241
523	3752	4865	4363	4350
525	3768	4892	4386	4372
535	3885	4972	4491	4474
545	4020	5052	4595	4579
555	4129	5150	4704	4686
565	4271	5212	4808	4790
575	4414	5291	4914	4896
585	4530	5363	5019	5003
595	4703	5411	5125	5108
605	4859	5471	5230	5212
615	4982	5525	5337	5315
620	5115	5539	5383	5366
630	5282	5580	5482	5468
640	5395	5796	5595	5596
650	5488	6016	5709	5721
660	5552	6208	5831	5845
670	5654	6305	5961	5966
680	5770	6428	6089	6091
690	5850	6546	6230	6221
700	6008	6612	6361	6346
703	6037	6642	6401	6383
713	6272	6702	6516	6508
723	6465	6787	6641	6635
733	6575	6990	6762	6768
743	6655	7218	6894	6904
753	6732	7475	7017	7040
763	6809	7679	7150	7177
773	6908	7843	7288	7315
783	6997	8013	7433	7453
793	7093	8184	7573	7591
805	7226	8358	7742	7757
815	7334	8486	7883	7894
825	7430	8642	8023	8030
835	7583	8748	8167	8169
845	7714	8881	8306	8307
855	7831	8999	8449	8444
865	7994	9089	8587	8577
875	8151	9204	8721	8711
885	8290	9322	8856	8844
895	8462	9413	8988	8976
905	8639	9524	9113	9109
915	8795	9655	9251	9243
924	8931	9973	9422	9423
