labid,age,error,depth,cc
Core top,-30,5,0,0
Pre-EuroAmerican settlement horizon,43,50,15,0
unassigned,2250,65,108,1
unassigned,5040,65,160,1
unassigned,6670,85,220,1
unassigned,7940,90,275,1
unassigned,9980,135,335,1
