labid,age,error,depth,cc
Core top,-59,61,0,0
Caesium-137,-13,1,15,0
Stratigraphic,78,78,25,0
USC Geology,125,1,50,0
Stratigraphic,130,130,65,0
European settlement horizon,163,163,80,0
UCI-62788,785,20,129,1
UCI-67128,1730,25,210.5,1
UCI-62789,2095,25,294,1
UCI-62790,2510,25,407,1
UCI-62791,2645,35,465,1
