labid,age,error,depth,cc
Core top,-39,1,0,0
Beta 37107,100,10,20,1
Beta 39052,780,60,105,1
Beta 39053,1300,70,226,1
Beta 39054,1770,50,333,1
CAMS 1769,2450,70,450,1
CAMS 1767,3940,70,722.5,1
CAMS 1770,4250,70,827.5,1
