labid,age,error,depth,cc
Core top,-44,1,0,0
CAMS-19236,2110,110,46,1
TO-7482,2120,110,51.5,1
CAMS-19237,3090,50,127.5,1
CAMS-19238,4810,50,197.5,1
TO-7483,4990,130,231.5,1
CAMS-19239,7440,130,298.75,1
CAMS-19240,8470,60,333.75,1
CAMS-19241,9630,60,377.5,1
