depth	min	max	median	mean
0	-47	-41	-44	-44
20	26	2004	995	1000
40	1481	2248	1929	1914
60	1898	2716	2239	2259
80	2081	3101	2537	2550
100	2279	3265	2856	2832
120	2712	3390	3147	3120
140	3230	4273	3533	3597
160	3424	5262	4227	4254
180	4025	5543	5106	5008
200	5350	5764	5571	5565
220	5456	6090	5711	5725
240	5630	6551	5941	5980
260	5862	7988	6696	6775
280	6272	8332	7595	7505
300	7940	8698	8295	8296
320	8191	9483	8940	8905
330	9021	9560	9310	9305
340	9304	10127	9695	9705
350	9528	10466	10054	10036
360	9602	11033	10399	10367
370	10300	11086	10690	10690
375	10568	11131	10841	10851
387	10783	11653	11135	11155
