labid,age,error,depth,cc
Core top,-52,1,0,0
Ambrosia rise,100,50,27.5,0
SNU-02-320,1490,30,90,1
SNU-02-321,2610,40,170,1
SNU-02-024,3920,30,260,1
SNU-02-023,4220,60,327.5,1
