depth	min	max	median	mean
0	-50	-47	-49	-49
8	-30	-28	-29	-29
16	-11	-6	-9	-9
24	43	55	48	48
32	127	163	141	142
40	210	272	234	236
48	241	348	307	305
52	249	386	344	339
52.000005	249	386	344	339
56	257	424	382	373
64	376	561	520	509
72	589	799	715	713
80	748	1051	910	916
88	853	1080	948	960
96	918	1133	989	1003
104	991	1247	1097	1104
112	1036	1511	1257	1261
120	1065	1828	1408	1419
128	1294	1889	1561	1571
136	1428	1994	1729	1723
144	1651	2133	1881	1882
152	1792	2360	2036	2047
160	1846	2778	2173	2212
168	1947	3001	2337	2373
176	1998	3369	2483	2535
