labid,age,error,depth,cc
Core top,-40,42,0,0
AA-20319,3285,65,91,1
AA-20320,6210,120,185.5,1
Tephra,7627,150,206.25,0
AA-20321,8540,120,283,1
CAMS-25018,10980,160,444.5,1
AA-20322,11985,140,515,1
